,Area,mnemonic,2011,2012,2013,2014,2015,2016,2017,2018,2019,Size,Latitude,Longitude,Convenience Store,Supermarket
170,Clacton-on-Sea,E34003679,50547,50889,51271,51836,52544,53016,53398,53685,53768,Medium Town,51.801920000000045,1.1534100000000649,0,7
171,Whitby,E34003687,13196,13097,13182,13048,13049,13045,13029,13014,13143,Small Town,54.48522000000003,-0.6151399999999398,0,3
172,Ashbourne,E34003707,8385,8391,8488,8538,8612,8676,8801,8993,9163,Small Town,53.018290000000036,-1.7325999999999342,1,2
173,Congleton,E34003723,26222,26387,26360,26341,26405,26322,26250,26379,26380,Medium Town,53.16411000000005,-2.211819999999932,0,4
174,Todmorden,E34003742,11686,11929,11893,11974,12035,12080,12115,12159,12171,Small Town,53.71431000000007,-2.097299999999961,0,2
175,Stocksbridge,E34003743,13052,12972,12832,12866,12854,12800,12909,12979,13053,Small Town,53.48195000000004,-1.5910999999999262,0,2
176,Shifnal,E34003749,6242,6254,6375,6498,6623,6727,6995,7267,7618,Small Town,52.665480000000066,-2.372729999999933,1,0
177,Twyford (Wokingham),E34003750,7557,7608,7685,7626,7670,7671,7647,7801,7854,Small Town,51.42598079548841,-0.8397310095047935,0,1
178,Spennymoor,E34003756,17756,18016,18124,18304,18496,18745,18917,19226,19607,Small Town,54.701970000000074,-1.582189999999969,0,4
179,Alton (East Hampshire),E34003769,18323,18427,18645,18749,19099,19293,19268,19371,19785,Small Town,51.14765000000007,-0.974869999999953,1,2
180,Neston,E34003804,15053,15025,15015,15138,15242,15210,15202,15124,15104,Small Town,53.29072000000008,-3.0645699999999465,0,2
181,Middlewich,E34003809,13628,13654,13666,13891,13961,14109,14138,14084,14130,Small Town,53.19233000000003,-2.4531699999999432,0,2
182,Edenbridge,E34003851,8218,8349,8573,8820,8838,8816,8831,8955,9004,Small Town,51.19741000000005,0.06473000000005412,2,1
183,Maryport,E34003862,9564,9555,9618,9605,9463,9556,9517,9501,9538,Small Town,54.71250000000003,-3.49643999999995,0,1
184,Wymondham (South Norfolk),E34003864,13665,13749,14012,14374,14778,14908,15267,15606,16441,Small Town,52.57033000000007,1.1159500000000548,2,3
185,Saltash,E34003892,15588,15759,15746,15924,15847,15830,15919,15891,15762,Small Town,50.40883000000007,-4.213239999999929,0,1
186,Potters Bar,E34003904,22697,22683,22667,22943,23137,23367,23537,23505,23429,Small Town,51.693130000000046,-0.1783299999999599,0,2
187,Clevedon,E34003928,21039,20981,21090,21100,21217,21175,21117,21128,21138,Small Town,51.43593000000004,-2.8550599999999804,0,4
188,Tavistock,E34004090,12305,12314,12376,12493,12384,12485,12504,12471,12545,Small Town,50.55008000000004,-4.144849999999963,0,3
189,Codsall,E34004099,11679,11662,11669,11708,11682,11681,11674,11752,11886,Small Town,52.62661000000003,-2.1801099999999565,0,1
190,Cockermouth,E34004122,9144,9171,9189,9167,9254,9202,9382,9372,9495,Small Town,54.66370000000007,-3.3649299999999585,0,3
191,Blandford Forum,E34004125,11759,12037,12151,12249,12331,12323,12362,12344,12363,Small Town,50.86262000000005,-2.1587999999999283,0,3
192,Sittingbourne,E34004134,49189,49829,50341,51019,51354,52144,52553,53091,53554,Medium Town,51.340840000000064,0.7379100000000562,0,5
193,Newhaven,E34004141,13255,13295,13302,13498,13647,13846,14019,14031,14118,Small Town,50.79510000000005,0.046180000000049404,0,2
194,Hadleigh,E34004142,8164,8098,8321,8556,8656,8749,8676,8734,8825,Small Town,51.551330000000064,0.6140900000000329,1,2
195,Thetford,E34004143,24986,25432,25659,26246,26629,27010,27269,27286,27290,Medium Town,52.413290000000075,0.7407200000000671,0,5
196,Annfield Plain,E34004151,10398,10413,10379,10566,10776,10833,10808,10794,10894,Small Town,54.85943000000003,-1.7385299999999688,0,1
197,Westbury (Wiltshire),E34004157,17056,17210,17535,17708,17769,17711,17860,17905,18057,Small Town,51.25746000000004,-2.1851299999999583,0,3
198,Towcester,E34004170,9101,9128,9228,9407,9544,9578,9721,9885,10354,Small Town,52.13059000000004,-0.9871099999999728,1,2
199,Totnes,E34004175,8083,8193,8295,8372,8302,8316,8496,8724,8844,Small Town,50.43449000000004,-3.689839999999947,0,2
200,Hinckley,E34004181,45375,45742,46110,46765,47391,48182,48841,49408,49741,Medium Town,52.54245000000003,-1.3727199999999584,0,5
201,Yarm,E34004185,19188,19271,19363,19407,19432,19464,19570,19571,19896,Small Town,54.508600000000065,-1.354129999999941,0,3
202,Princes Risborough,E34004187,8214,8350,8301,8255,8148,8159,8017,8029,8101,Small Town,51.72182000000004,-0.8324499999999375,0,1
203,Seaham,E34004190,22371,22415,22442,22474,22507,22660,22579,22651,22578,Small Town,54.83768000000003,-1.3416499999999587,0,2
204,Hexham,E34004191,11382,11349,11310,11369,11291,11321,11371,11400,11378,Small Town,54.969990000000045,-2.1012699999999427,1,2
205,Belper,E34004193,23484,23599,23829,23991,24007,24085,24101,23977,23891,Small Town,53.028860000000066,-1.47593999999998,0,3
206,Littleport,E34004196,7970,8118,8290,8486,8643,8707,8869,8916,9053,Small Town,52.459370000000035,0.3020700000000716,0,1
207,Berwick-upon-Tweed,E34004204,13256,13329,13431,13439,13399,13426,13479,13476,13516,Small Town,55.77161000000007,-2.0074899999999616,0,4
208,Stratford-upon-Avon,E34004210,27941,28002,28541,28701,28813,29121,29565,30095,30543,Medium Town,52.194240000000036,-1.707519999999931,1,4
209,Wombourne,E34004213,13528,13522,13578,13542,13617,13555,13628,13687,13680,Small Town,52.536850000000065,-2.187309999999968,0,1
210,Burgess Hill,E34004217,30735,31019,31108,31338,31597,31911,31889,32264,32495,Medium Town,50.95553000000007,-0.1391899999999282,1,2
211,Spalding,E34004218,31702,32128,32615,33482,34092,34674,35135,35702,36334,Medium Town,52.788370000000036,-0.15148999999996704,0,5
212,Ampthill,E34004222,20074,20391,20611,20830,21056,21267,21339,21593,22089,Small Town,52.028400000000026,-0.4947899999999663,2,1
213,Matlock,E34004225,14955,15105,15064,15248,15509,15497,15647,15652,15864,Small Town,53.135700000000035,-1.5482099999999264,0,1
214,Morpeth,E34004229,14377,14410,14510,14640,14581,14526,14698,14936,15130,Small Town,55.16747000000004,-1.690309999999954,1,2
215,Fakenham,E34004233,8303,8328,8457,8478,8440,8433,8464,8552,8614,Small Town,52.83470000000007,0.8502300000000673,1,3
216,Lydney,E34004240,8769,8816,8869,9056,9147,9265,9209,9243,9386,Small Town,51.724600000000066,-2.535549999999944,0,1
217,Brentwood,E34004246,52808,52989,53555,54452,54956,55072,54885,54977,55285,Medium Town,51.62065000000007,0.3035100000000739,0,1
218,Kirkby,E34004262,42775,42739,42828,42633,42811,42987,43136,43368,43796,Medium Town,53.09982000000008,-1.2437899999999331,0,1
219,Desborough,E34004266,10721,11011,11097,11205,11152,11213,11445,11515,11520,Small Town,52.440300000000036,-0.8230599999999413,0,1
220,Biddulph,E34004267,17713,17725,17762,17914,18023,18101,18198,18077,18049,Small Town,53.115800000000036,-2.176119999999969,0,1
221,Featherstone (Wakefield),E34004270,11088,11110,11136,11194,11257,11447,11655,11834,11959,Small Town,53.675432320256576,-1.3686545971889492,0,2
222,Witney,E34004274,29219,29465,29784,29863,30143,30153,30310,30426,30518,Medium Town,51.782640000000065,-1.4961699999999496,1,2
223,Liskeard,E34004277,9269,9352,9382,9553,9480,9489,9453,9574,9552,Small Town,50.453810000000026,-4.4660599999999695,0,2
224,Faversham,E34004278,19887,19872,19939,20174,20248,20357,20468,20571,20606,Small Town,51.309730000000066,0.882910000000038,0,3
225,Market Harborough,E34004281,22986,23325,23802,24111,24869,25142,25446,25669,26059,Medium Town,52.47953000000007,-0.9226299999999696,1,3
226,Evesham,E34004292,23702,24015,24239,24537,25589,26422,27382,27913,28482,Medium Town,52.09177000000005,-1.9486199999999485,0,5
227,Canvey Island,E34004293,38142,38179,38156,38383,38567,38740,38602,38689,38849,Medium Town,51.52041000000003,0.5922800000000734,1,4
228,Great Malvern,E34004294,36796,37104,37437,37898,37898,37989,38026,38263,38204,Medium Town,52.11143000000004,-2.329929999999933,1,3
229,Cambourne,E34004302,8334,8729,8970,9475,9638,9917,10076,10390,10487,Small Town,52.22067000000004,-0.07124999999996362,0,1
230,Salisbury,E34004306,44791,44909,44805,45137,45657,45824,46309,46201,46292,Medium Town,51.069540000000075,-1.8002599999999802,1,3
231,Crewkerne,E34004321,7841,7925,7912,8069,8001,8000,7962,8023,8025,Small Town,50.884520000000066,-2.795979999999929,1,1
232,Ilkley,E34004322,14752,14659,14829,14870,15041,15066,15033,14836,14811,Small Town,53.924450000000036,-1.8221799999999464,0,3
233,Skegness,E34004327,24876,24788,24731,24874,25015,25080,25221,25525,25641,Medium Town,53.14527000000004,0.33700000000004593,0,4
234,Formby,E34004335,23297,23298,23221,23253,23209,23275,23365,23314,23207,Small Town,53.55678000000007,-3.061349999999948,1,1
235,Sandbach,E34004336,17994,18138,18194,18216,18655,19052,19482,20154,20755,Small Town,53.143470000000036,-2.365169999999978,1,1
236,St Ives (Cornwall),E34004338,9966,10009,10038,10025,9899,9778,9650,9616,9505,Small Town,50.210320000000074,-5.485689999999976,0,1
237,Pocklington,E34004340,8360,8377,8474,8498,8661,8822,8972,9118,9468,Small Town,53.93067000000008,-0.7782499999999573,0,1
238,Melton Mowbray,E34004343,27248,27429,27456,27631,27472,27511,27408,27623,27670,Medium Town,52.766440000000046,-0.8898099999999545,0,6
239,Catterick Garrison,E34004346,12955,13395,13372,12357,11981,13070,12673,12267,12574,Small Town,54.377000000000066,-1.7226599999999619,0,4
240,Tonbridge,E34004349,38703,39206,39187,39647,40268,40571,40968,41293,41624,Medium Town,51.200130000000065,0.2764900000000239,1,3
241,Penkridge,E34004367,7816,7734,7772,7744,7815,7763,7695,7871,7993,Small Town,52.72299000000004,-2.116059999999948,1,0
242,Boston,E34004383,41340,41654,42573,43174,43713,44337,44914,45618,46092,Medium Town,52.97478000000007,-0.02937999999994645,0,6
243,Crowborough,E34004388,20744,20978,21241,21583,21644,21859,21876,21915,21890,Small Town,51.05322000000007,0.17190000000005054,2,3
244,King's Lynn,E34004389,46198,46592,46907,47650,48144,48537,49000,48821,48691,Medium Town,52.757300000000036,0.4157300000000532,0,7
245,Haywards Heath,E34004392,33962,34535,35282,36042,36574,37277,37683,38062,38509,Medium Town,50.997230000000066,-0.10297999999994543,1,1
246,Bridgwater,E34004393,41479,41728,42357,42829,43470,43782,44095,44288,44394,Medium Town,51.12760000000003,-3.013699999999972,0,5
247,Gainsborough,E34004397,20922,21053,21354,21821,22191,22730,22841,23023,23243,Small Town,53.395910000000065,-0.7728099999999358,0,4
248,Dover,E34004398,41771,42048,42476,43113,43297,43932,44430,44846,45013,Medium Town,51.125760000000064,1.3177400000000716,0,5
249,Oxted,E34004409,13468,13461,13549,13576,13575,13621,13606,13634,13840,Small Town,51.25501000000003,-0.0031199999999671486,0,1
250,Shepton Mallet,E34004415,10408,10458,10360,10476,10641,10685,10689,10731,10810,Small Town,51.189760000000035,-2.5469199999999432,0,2
251,Barnstaple,E34004471,31654,31532,31548,31639,31710,31819,32161,32411,32775,Medium Town,51.078440000000064,-4.055789999999945,0,6
252,Melksham,E34004479,19404,19324,19246,19362,19482,19569,19681,19794,19618,Small Town,51.37438000000003,-2.1352399999999534,1,4
253,Warminster,E34004483,17740,17774,17869,17830,17929,17797,17816,17904,17824,Small Town,51.20533000000007,-2.18315999999993,1,2
254,Bridport,E34004484,13722,13653,13615,13683,13655,13651,13590,13690,13651,Small Town,50.733580000000075,-2.7579899999999498,1,2
255,Thame,E34004485,11359,11482,11612,11636,11603,11715,11571,11514,11565,Small Town,51.74856000000007,-0.9799899999999298,1,1
256,Durham,E34004487,47672,48196,49633,49780,50030,51039,51837,53717,55507,Medium Town,54.777570000000075,-1.5747499999999377,3,0
257,Redcar,E35000002,37104,37128,36849,36945,37156,37367,37480,37680,38001,Medium Town,54.614040000000045,-1.0681999999999334,0,3
258,Kidderminster,E35000003,55591,55748,55967,56337,56795,57155,57697,57918,57929,Medium Town,52.38832000000008,-2.2500099999999748,1,5
259,Chadderton,E35000004,34836,35140,35157,35339,35722,35799,35902,36146,36208,Medium Town,53.54508000000004,-2.1412299999999505,0,3
260,Longbenton,E35000006,37185,37260,37408,37475,37449,37694,37858,38365,38778,Medium Town,55.01084000000003,-1.5799299999999334,0,4
261,Ramsbottom,E35000015,17870,17927,17837,17789,17827,17799,17746,17651,17632,Small Town,53.648690000000045,-2.318519999999978,0,2
262,Holmfirth,E35000021,21682,21687,21799,21824,21969,21988,22147,21992,22001,Small Town,53.571570000000065,-1.7865199999999388,0,1
263,Wednesbury,E35000035,19032,19153,19397,19402,19347,19387,19366,19435,19404,Small Town,52.55273000000005,-2.0191599999999426,0,4
264,Bursledon,E35000036,6995,7054,6997,7086,7161,7122,7102,7274,7713,Small Town,50.88981000000007,-1.314679999999953,0,2
265,Urmston,E35000044,41830,41804,42015,42342,42194,42129,42279,42248,42114,Medium Town,53.44687000000005,-2.3527999999999447,0,3
266,Poynton,E35000050,15264,15295,15038,15242,15205,15173,15146,15161,15407,Small Town,53.348730000000046,-2.122419999999977,1,2
267,Hindley,E35000052,24508,24582,24448,24438,24663,24588,24700,24789,24853,Small Town,53.533620000000035,-2.5808399999999665,0,2
268,Innsworth,E35000057,13572,13700,13815,13905,13809,14025,14007,14252,14707,Small Town,51.88856000000004,-2.202959999999962,0,2
269,Uppermill,E35000064,13451,13427,13588,13583,13685,13793,13704,13708,13666,Small Town,53.54758000000004,-2.0063699999999467,0,1
270,Sedgley,E35000069,30972,30963,30963,31219,31202,31198,31313,31381,31224,Medium Town,52.54512000000005,-2.123029999999972,1,1
271,Sandy,E35000070,10936,11113,11344,11427,11580,11787,11777,11812,11818,Small Town,52.12928000000005,-0.2911099999999465,0,1
272,Launceston,E35000071,7639,7876,8103,8346,8583,8665,8837,9097,9317,Small Town,50.637180000000065,-4.363279999999975,0,2
273,Gorleston-on-Sea,E35000079,24767,24757,24690,24744,24704,24804,24726,24714,24839,Small Town,52.57301000000007,1.7306900000000385,0,1
274,Ware,E35000104,18868,19034,19278,19517,19692,19903,20004,19970,20092,Small Town,51.81746000000004,-0.035499999999956344,0,2
275,Baldock,E35000114,10271,10321,10467,10638,10600,10621,10670,10576,10624,Small Town,51.988830000000064,-0.18786999999997533,0,3
276,Letchworth Garden City,E35000115,33305,33692,33839,34220,34227,34453,34697,34473,34503,Medium Town,51.980090000000075,-0.22685999999993103,2,1
277,Chorley,E35000120,36419,37061,37628,37813,37988,38431,38557,38724,38958,Medium Town,53.65204000000006,-2.6321099999999547,0,6
278,Guiseley,E35000121,11923,12183,12327,12420,12429,12532,12545,12492,12320,Small Town,53.871910000000064,-1.7104699999999298,0,2
279,Swanley,E35000135,16275,16407,16396,16564,16732,17032,17138,17243,17423,Small Town,51.39811000000003,0.17388000000005374,0,3
280,Horwich,E35000136,19500,19672,19710,19846,19876,19816,19742,19662,19764,Small Town,53.60067000000004,-2.5470599999999313,0,3
281,Romiley,E35000157,34739,34694,34869,34881,35071,35194,35144,35143,35329,Medium Town,53.41384000000005,-2.090919999999926,0,2
282,Clifton (City of Nottingham),E35000158,22315,22846,22788,22865,23064,23166,23147,23073,22822,Small Town,52.908710000000035,-1.185299999999927,0,2
283,South Elmsall,E35000159,10369,10375,10356,10441,10642,10786,10991,11263,11301,Small Town,53.598720000000064,-1.2813299999999683,0,1
284,Ashton-in-Makerfield,E35000166,28772,28697,28622,28627,28503,28386,28397,28340,28283,Medium Town,53.48333000000007,-2.6499999999999773,0,1
285,Prescot,E35000170,37885,37915,38129,38182,38319,38213,38321,38290,38570,Medium Town,53.430260000000025,-2.8030099999999716,0,6
286,Eccles,E35000181,38750,39202,39118,39608,39942,40428,40936,41179,41552,Medium Town,55.666930000000036,-2.3759399999999573,0,2
287,Syston,E35000193,12790,13020,13273,13534,13629,13838,13861,14046,14175,Small Town,52.69915000000003,-1.072999999999979,0,3
288,Morley,E35000194,29662,29771,29896,29753,29721,29658,29673,29808,29893,Medium Town,53.74434000000008,-1.6053499999999303,0,3
289,Rothwell,E35000203,19505,19539,19659,19500,19569,19534,19504,19410,19225,Small Town,52.42234000000008,-0.8031299999999533,0,1
290,Aldershot,E35000207,57344,57873,57705,57891,58074,58641,58562,58576,58511,Medium Town,51.24969000000005,-0.7595199999999522,0,3
291,Dunstable,E35000218,30320,30861,31352,31850,32103,32603,33035,33628,34157,Medium Town,51.88595000000004,-0.520849999999939,0,6
292,Hazel Grove,E35000224,19351,19406,19426,19446,19534,19608,19715,19593,19543,Small Town,53.375000000000064,-2.1135799999999563,0,4
293,New Milton,E35000229,19972,20154,20269,20302,20360,20456,20466,20437,20463,Small Town,50.757970000000064,-1.6713099999999486,0,3
294,Heckmondwike,E35000230,12106,12112,12142,12386,12501,12601,12658,12630,12592,Small Town,53.71366000000007,-1.6775299999999334,0,2
295,Altrincham,E35000243,52549,53025,53717,54645,54657,55157,55531,55883,56112,Medium Town,53.38671000000005,-2.3491799999999334,1,2
296,Bilston,E35000247,29610,29874,30041,30529,31199,31866,32381,32982,33518,Medium Town,52.56688000000002,-2.0748199999999315,1,2
297,Woodbridge,E35000248,11341,11363,11415,11483,11531,11527,11628,11632,11715,Small Town,52.105470000000075,1.3254000000000588,1,0
298,Winchester,E35000251,45256,45822,45996,46379,46994,47988,48530,48546,48603,Medium Town,51.06303000000002,-1.3167699999999627,0,2
299,Denton,E35000254,36604,36576,36488,36457,36472,36249,36100,36203,36089,Medium Town,53.45601000000005,-2.1136799999999307,0,7
300,Plymstock,E35000255,25114,25086,24975,24970,25135,25314,25610,25861,26115,Medium Town,50.355840000000065,-4.086639999999932,0,4
301,Irlam,E35000257,19965,20094,20254,20412,20355,20378,20426,20376,20264,Small Town,53.44008000000007,-2.4253999999999682,0,2
302,Bedworth,E35000258,30664,30789,30874,30930,30920,31050,31222,30925,31134,Medium Town,52.47816000000007,-1.4718499999999608,0,2
303,Whickham,E35000262,16629,16542,16530,16505,16409,16192,16162,16085,16000,Small Town,54.94586000000004,-1.6776599999999462,0,5
304,Kirkby-in-Ashfield,E35000267,26959,27290,27528,27714,27730,27960,28250,28413,28650,Medium Town,53.09898000000004,-1.2452499999999418,0,1
305,Swinton,E35000278,25370,25560,25505,25720,25729,25834,25554,25380,25248,Medium Town,53.51151000000005,-2.3389499999999543,1,6
306,St Austell,E35000280,23900,24248,24670,24898,25192,25532,25663,25840,26037,Medium Town,50.337400000000066,-4.7923099999999295,0,1
307,Swallownest,E35000281,15066,15097,15155,15201,15134,15194,15189,15142,15166,Small Town,53.362070000000074,-1.3250999999999635,0,2
308,Great Harwood,E35000289,10786,10819,10861,10861,10894,10870,10851,10890,10990,Small Town,53.78700000000004,-2.407619999999952,0,3
309,Knottingley,E35000295,14003,14006,14029,14128,14252,14351,14516,14469,14569,Small Town,53.70822000000004,-1.2574299999999423,0,2
310,Cullompton,E35000297,7476,7515,7800,7944,7985,8020,8271,8368,8407,Small Town,50.85817000000003,-3.392599999999959,0,2
311,Wednesfield,E35000298,25294,25180,25207,25067,25271,25397,25422,25357,25374,Medium Town,52.60391000000004,-2.074729999999932,0,3
312,Ince-in-Makerfield,E35000312,12283,12498,12491,12622,12696,12765,12964,13016,12982,Small Town,53.533330000000035,-2.6166699999999423,0,2
313,Crowthorne,E35000322,14238,14421,14461,14432,14561,14663,14292,14607,14790,Small Town,51.36997000000007,-0.8019899999999325,0,1
314,Bromsgrove,E35000326,33544,34003,34395,34645,34641,34835,35193,35653,36215,Medium Town,52.33662000000004,-2.058149999999955,1,4
315,Gatley,E35000338,20969,21054,21214,21356,21487,21516,21482,21600,21627,Small Town,53.39264000000003,-2.2350699999999506,0,3
316,Bloxwich,E35000339,47313,47461,48033,49016,49674,50479,51135,51724,52240,Medium Town,52.62041000000005,-2.004169999999931,0,1
317,Heathfield,E35000348,7772,7801,7824,7871,7893,8031,8066,8173,8153,Small Town,50.97224000000006,0.25378000000006296,1,1
318,Euxton,E35000354,8122,8027,7990,8030,8000,7947,7892,7872,8008,Small Town,53.67031000000003,-2.6762699999999318,0,1
319,Kingswinford,E35000357,50754,50654,50922,50855,50689,50839,50888,51010,51099,Medium Town,52.49579000000006,-2.16766999999993,1,2
320,Uckfield,E35000358,15281,15529,15925,16246,16215,16280,16287,16351,16187,Small Town,50.971960000000074,0.09672000000006163,1,1
321,Trowbridge,E35000362,39595,39901,40580,41501,42257,43079,43362,43406,43451,Medium Town,51.31570000000005,-2.2077299999999696,0,4
322,Redhill,E35000363,34727,35203,35683,36656,36823,37252,37383,37445,37818,Medium Town,51.238150000000076,-0.16885999999993828,0,2
323,Addlestone,E35000364,15912,16017,16280,16577,17098,17394,17740,17792,18084,Small Town,51.371670000000044,-0.4935099999999579,1,3
324,Haydock,E35000368,16525,16545,16503,16584,16574,16587,16574,16458,16340,Small Town,53.467630000000035,-2.684399999999925,0,3
325,Smethwick,E35000380,49060,49356,49718,50001,50925,51969,52841,53047,53663,Medium Town,52.49626000000006,-1.9716899999999669,0,2
326,Sutton in Ashfield,E35000381,45827,46124,46525,46938,47376,47728,48137,48359,48527,Medium Town,53.121850000000045,-1.2769899999999552,0,3
327,Kidlington,E35000382,15075,14978,15067,15313,15279,15207,15277,15343,15235,Small Town,51.821120000000064,-1.2877399999999284,0,1
328,Chigwell,E35000386,10398,10448,10501,10643,10869,10887,11034,11038,11025,Small Town,51.61893000000003,0.07511000000005197,1,4
329,Ossett,E35000387,21261,21301,21510,21622,21657,21691,21871,22066,22005,Small Town,53.68423000000006,-1.5878399999999715,1,1
330,Mansfield Woodhouse,E35000388,18562,18513,18633,18681,18638,18658,18682,18652,18713,Small Town,53.16520000000003,-1.1834299999999305,0,2
331,Brierley Hill,E35000397,31565,31721,31760,31718,31674,31566,31814,31991,32149,Medium Town,52.48289000000005,-2.1211799999999243,0,4
332,Harwich,E35000402,19733,19918,20053,20308,20556,20620,20864,21054,21041,Small Town,51.93728000000005,1.2811400000000503,0,1
333,Kendal,E35000404,28653,28754,28906,28874,29066,29134,29385,29604,29672,Medium Town,54.32400000000007,-2.748029999999972,0,4
334,Mirfield,E35000417,19324,19340,19544,19662,19643,19820,19815,19781,19780,Small Town,53.67542000000003,-1.6973299999999654,0,1
335,Higham Ferrers,E35000422,8099,8203,8359,8407,8473,8635,8878,9012,9015,Small Town,52.309600000000046,-0.5934799999999427,0,1
336,Norton-on-Derwent,E35000424,7101,7184,7287,7400,7717,7880,7908,8030,8077,Small Town,54.125060000000076,-0.7930099999999243,0,1
337,Westhoughton,E35000429,24122,24186,24263,24244,24238,24252,24116,23903,23840,Small Town,53.54886000000005,-2.521639999999934,0,2
338,Felixstowe,E35000431,23544,23595,23691,23761,23918,24257,24408,24470,24437,Small Town,51.96234000000004,1.3436100000000692,0,3
